model,agent,prompt,config_label,problems,passed_mean,failed_mean,errors_mean,total_mean,functional_correctness_mean,line_coverage_mean,branch_coverage_mean,mutation_score_mean,complexity_cc_mean,maintainability_mi_mean,bloat_ratio_mean,similarity_score_mean,unique_inputs_count_mean,edge_case_count_mean,test_type_count_mean,duplication_ratio_mean,diversity_score_mean,prompt_tokens_mean,completion_tokens_mean,total_tokens_mean,execution_time_mean,passed_sum,functional_correctness_sum,line_coverage_sum,mutation_score_sum,prompt_tokens_sum,completion_tokens_sum,total_tokens_sum,fc_per_1k_tokens,passed_per_1k_tokens,coverage_per_1k_tokens,mutation_per_1k_tokens,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,unique_inputs_count,edge_case_count,test_type_count,duplication_ratio,diversity_score,prompt_tokens,completion_tokens,total_tokens,elapsed_s,quality_rank
gemma-12b,actor_critic,zero_shot,gemma-12b:zero_shot,25,2.56,1.12,0.76,4.44,0.16272,87.08,77.1066666667,0.97,2.2584,62.538,3.636,0.30368,15.28,0.92,2.76,0.26132,0.53508,1343.6,0.46,1337.34,,128.0,8.136,1044.96,48.5,67180.0,23.0,66867.0,0.1216743685,1.9142476857,15.6274395442,0.7253204122,2.56,1.12,0.76,4.44,0.16272,87.08,77.1066666667,0.97,2.2584,62.538,3.636,0.30368,15.28,0.92,2.76,0.26132,0.53508,1343.6,0.46,1337.34,,53.975239
gemma-12b,actor_critic,cot,gemma-12b:cot,25,11.76,3.76,0.04,15.56,0.7172,86.5616666667,67.40625,0.925,2.5288,68.5324,4.2412,0.30592,11.84,0.8,2.16,0.36308,0.4576,1433.88,9.74,1438.38,,588.0,35.86,4154.96,46.25,71694.0,487.0,71919.0,0.4986164991,8.1758645142,57.7727721464,0.6430845813,11.76,3.76,0.04,15.56,0.7172,86.5616666667,67.40625,0.925,2.5288,68.5324,4.2412,0.30592,11.84,0.8,2.16,0.36308,0.4576,1433.88,9.74,1438.38,,74.257404
gemma-12b,actor_critic,scot,gemma-12b:scot,25,5.96,2.36,0.36,8.68,0.4566,86.39375,62.73625,0.97,2.4764,69.9516,3.75,0.34448,12.28,0.96,2.52,0.32364,0.49816,1132.38,15.06,1142.08,,298.0,22.83,2764.6,48.5,56619.0,753.0,57104.0,0.3997968619,5.2185486131,48.4134211264,0.8493275427,5.96,2.36,0.36,8.68,0.4566,86.39375,62.73625,0.97,2.4764,69.9516,3.75,0.34448,12.28,0.96,2.52,0.32364,0.49816,1132.38,15.06,1142.08,,65.803539
gemma-12b,actor_critic,few_shot,gemma-12b:few_shot,25,6.56,2.76,0.0,9.32,0.56492,70.5252,56.2188,0.925,2.7876,74.3564,3.4668,0.37968,10.32,0.88,2.84,0.20632,0.55316,1163.9,0.44,1160.16,,328.0,28.246,3526.26,46.25,58195.0,22.0,58008.0,0.4869328369,5.6543924976,60.7892014894,0.7973038202,6.56,2.76,0.0,9.32,0.56492,70.5252,56.2188,0.925,2.7876,74.3564,3.4668,0.37968,10.32,0.88,2.84,0.20632,0.55316,1163.9,0.44,1160.16,,65.987362
gemma-12b,adversarial,zero_shot,gemma-12b:zero_shot,25,3.48,0.88,0.56,4.92,0.31888,84.2463636364,69.0263636364,0.93,2.4184,68.6512,3.2224,0.36188,8.0,0.56,1.84,0.48,0.3554,693.5,0.28,690.42,,174.0,15.944,1853.42,46.5,34675.0,14.0,34521.0,0.4618637931,5.0404101851,53.6896381912,1.3470061702,3.48,0.88,0.56,4.92,0.31888,84.2463636364,69.0263636364,0.93,2.4184,68.6512,3.2224,0.36188,8.0,0.56,1.84,0.48,0.3554,693.5,0.28,690.42,,59.150232
gemma-12b,adversarial,cot,gemma-12b:cot,25,7.2,2.2,0.08,9.48,0.68244,85.167826087,70.3639130435,0.892,2.7716,71.092,3.8056,0.34436,7.44,0.48,1.6,0.52308,0.32432,449.06,0.24,446.14,,360.0,34.122,3917.72,44.6,22453.0,12.0,22307.0,1.5296543686,16.1384318824,175.6273815394,1.9993723943,7.2,2.2,0.08,9.48,0.68244,85.167826087,70.3639130435,0.892,2.7716,71.092,3.8056,0.34436,7.44,0.48,1.6,0.52308,0.32432,449.06,0.24,446.14,,73.810171
gemma-12b,adversarial,scot,gemma-12b:scot,25,5.76,1.52,0.24,7.52,0.58936,85.3321052632,67.5705263158,0.654,2.3128,70.528,3.2988,0.37572,2.64,0.24,1.12,0.684,0.20608,887.66,0.12,886.9,,288.0,29.468,3242.62,32.7,44383.0,6.0,44345.0,0.6645168565,6.4945315143,73.1225617319,0.7373999323,5.76,1.52,0.24,7.52,0.58936,85.3321052632,67.5705263158,0.654,2.3128,70.528,3.2988,0.37572,2.64,0.24,1.12,0.684,0.20608,887.66,0.12,886.9,,63.989969
gemma-12b,adversarial,few_shot,gemma-12b:few_shot,25,1.72,1.12,0.04,2.88,0.20064,40.4333333333,28.29875,0.93,2.7824,68.5212,2.6616,0.47496,3.76,0.16,0.52,0.84,0.11172,992.18,7.52,998.0,,86.0,10.032,1940.8,46.5,49609.0,376.0,49900.0,0.2010420842,1.7234468938,38.8937875752,0.9318637275,1.72,1.12,0.04,2.88,0.20064,40.4333333333,28.29875,0.93,2.7824,68.5212,2.6616,0.47496,3.76,0.16,0.52,0.84,0.11172,992.18,7.52,998.0,,40.063597
gemma-12b,atomic_swarm,zero_shot,gemma-12b:zero_shot,25,0.24,2.64,0.04,2.92,0.07996,62.6992,24.96,1.0,2.0,89.2472,1.5236,0.64144,3.44,0.84,3.16,0.03996,0.51916,757.82,0.42,757.68,,12.0,3.998,3134.96,50.0,37891.0,21.0,37884.0,0.1055326787,0.3167564143,82.7515573857,1.319818393,0.24,2.64,0.04,2.92,0.07996,62.6992,24.96,1.0,2.0,89.2472,1.5236,0.64144,3.44,0.84,3.16,0.03996,0.51916,757.82,0.42,757.68,,46.682788
gemma-12b,atomic_swarm,cot,gemma-12b:cot,25,0.32,2.6,0.04,2.96,0.1066,64.0428,26.6,1.0,1.99,89.208,1.5088,0.64192,3.56,0.84,3.2,0.03996,0.52416,759.98,0.42,759.8,,16.0,5.33,3202.14,50.0,37999.0,21.0,37990.0,0.140300079,0.4211634641,84.2890234272,1.3161358252,0.32,2.6,0.04,2.96,0.1066,64.0428,26.6,1.0,1.99,89.208,1.5088,0.64192,3.56,0.84,3.2,0.03996,0.52416,759.98,0.42,759.8,,48.127623
gemma-12b,atomic_swarm,scot,gemma-12b:scot,25,0.24,2.64,0.04,2.92,0.07996,63.2608,25.52,1.0,2.0,89.1768,1.5252,0.6416,3.44,0.84,3.16,0.03996,0.51916,676.66,0.42,676.52,,12.0,3.998,3163.04,50.0,33833.0,21.0,33826.0,0.1181931059,0.354756696,93.5091349849,1.4781529001,0.24,2.64,0.04,2.92,0.07996,63.2608,25.52,1.0,2.0,89.1768,1.5252,0.6416,3.44,0.84,3.16,0.03996,0.51916,676.66,0.42,676.52,,47.07834
gemma-12b,atomic_swarm,few_shot,gemma-12b:few_shot,25,0.28,2.64,0.04,2.96,0.09328,64.0428,26.6,1.0,1.99,89.1944,1.5104,0.64168,3.44,0.84,3.16,0.03996,0.51916,625.62,0.42,625.48,,14.0,4.664,3202.14,50.0,31281.0,21.0,31274.0,0.1491334655,0.4476562,102.3898445993,1.598772143,0.28,2.64,0.04,2.96,0.09328,64.0428,26.6,1.0,1.99,89.1944,1.5104,0.64168,3.44,0.84,3.16,0.03996,0.51916,625.62,0.42,625.48,,47.967101
gemma-12b,baseline,zero_shot,gemma-12b:zero_shot,25,2.84,6.52,0.16,9.52,0.24592,76.1271428571,43.2557142857,1.0,3.2992,70.0648,3.5276,0.35088,8.64,0.44,1.72,0.48572,0.34296,422.58,0.22,419.12,,142.0,12.296,3197.34,50.0,21129.0,11.0,20956.0,0.5867531972,6.7761023096,152.573964497,2.3859515175,2.84,6.52,0.16,9.52,0.24592,76.1271428571,43.2557142857,1.0,3.2992,70.0648,3.5276,0.35088,8.64,0.44,1.72,0.48572,0.34296,422.58,0.22,419.12,,55.980546
gemma-12b,baseline,cot,gemma-12b:cot,25,4.84,5.92,0.0,10.76,0.39512,75.5096,43.768,0.96334,3.16,68.9992,3.6768,0.33864,8.92,0.4,1.32,0.6,0.27272,566.24,164.04,726.28,,242.0,19.756,3775.48,48.167,28312.0,8202.0,36314.0,0.5440326045,6.6640964917,103.9676157956,1.3264030401,4.84,5.92,0.0,10.76,0.39512,75.5096,43.768,0.96334,3.16,68.9992,3.6768,0.33864,8.92,0.4,1.32,0.6,0.27272,566.24,164.04,726.28,,59.576204
gemma-12b,baseline,scot,gemma-12b:scot,25,5.92,2.28,0.04,8.24,0.6994,83.9220833333,67.3545833333,0.85168,2.3636,63.458,4.1808,0.27376,0.0,0.0,0.0,1.0,0.0,885.26,0.0,885.26,,296.0,34.97,4028.26,42.584,44263.0,0.0,44263.0,0.7900503807,6.6873009059,91.0073876601,0.9620676411,5.92,2.28,0.04,8.24,0.6994,83.9220833333,67.3545833333,0.85168,2.3636,63.458,4.1808,0.27376,0.0,0.0,0.0,1.0,0.0,885.26,0.0,885.26,,68.94862
gemma-12b,baseline,few_shot,gemma-12b:few_shot,25,0.68,8.64,0.0,9.32,0.09932,73.4828,27.76,0.965,2.4052,78.9048,2.334,0.4572,13.32,1.04,3.0,0.0,0.67248,1086.2,0.52,1081.04,,34.0,4.966,3674.14,48.25,54310.0,26.0,54052.0,0.0918744912,0.6290239029,67.9741730186,0.892658921,0.68,8.64,0.0,9.32,0.09932,73.4828,27.76,0.965,2.4052,78.9048,2.334,0.4572,13.32,1.04,3.0,0.0,0.67248,1086.2,0.52,1081.04,,50.144701
gemma-12b,coa,zero_shot,gemma-12b:zero_shot,25,0.2,7.56,0.04,7.8,0.02332,71.8683333333,22.9166666667,1.0,2.2648,79.0536,2.5484,0.44984,9.16,0.68,3.04,0.20372,0.56044,561.8,0.34,558.74,,10.0,1.166,3449.68,50.0,28090.0,17.0,27937.0,0.0417367649,0.3579482407,123.4806886924,1.7897412034,0.2,7.56,0.04,7.8,0.02332,71.8683333333,22.9166666667,1.0,2.2648,79.0536,2.5484,0.44984,9.16,0.68,3.04,0.20372,0.56044,561.8,0.34,558.74,,47.747703
gemma-12b,coa,cot,gemma-12b:cot,25,0.12,7.96,0.04,8.12,0.01444,72.1433333333,20.25,1.0,2.1832,79.1712,2.5356,0.4478,8.76,0.8,3.04,0.19484,0.57372,930.28,0.4,927.42,,6.0,0.722,3462.88,50.0,46514.0,20.0,46371.0,0.0155700761,0.1293912143,74.6777080503,1.0782601195,0.12,7.96,0.04,8.12,0.01444,72.1433333333,20.25,1.0,2.1832,79.1712,2.5356,0.4478,8.76,0.8,3.04,0.19484,0.57372,930.28,0.4,927.42,,46.434988
gemma-12b,coa,scot,gemma-12b:scot,25,0.12,7.96,0.04,8.12,0.01332,71.1383333333,16.2083333333,1.0,2.1292,79.43,2.512,0.45092,8.44,0.8,3.04,0.19484,0.57268,694.18,0.4,691.48,,6.0,0.666,3414.64,50.0,34709.0,20.0,34574.0,0.01926303,0.173540811,98.7632324868,1.4461734251,0.12,7.96,0.04,8.12,0.01332,71.1383333333,16.2083333333,1.0,2.1292,79.43,2.512,0.45092,8.44,0.8,3.04,0.19484,0.57268,694.18,0.4,691.48,,46.870292
gemma-12b,coa,few_shot,gemma-12b:few_shot,25,0.12,7.88,0.04,8.04,0.01444,72.0233333333,20.2083333333,1.0,2.1704,79.1808,2.538,0.44904,8.8,0.72,3.04,0.19928,0.56724,611.64,0.36,608.76,,6.0,0.722,3457.12,50.0,30582.0,18.0,30438.0,0.0237203496,0.1971220185,113.5790787831,1.6426834877,0.12,7.88,0.04,8.04,0.01444,72.0233333333,20.2083333333,1.0,2.1704,79.1808,2.538,0.44904,8.8,0.72,3.04,0.19928,0.56724,611.64,0.36,608.76,,47.341999
gemma-12b,competitive,zero_shot,gemma-12b:zero_shot,25,4.4,5.0,0.0,9.4,0.44472,77.1628,47.5612,0.89168,3.288,71.9848,3.326,0.36604,7.24,0.24,1.2,0.64,0.24908,3.62,0.12,0.6,,220.0,22.236,3858.14,44.584,181.0,6.0,30.0,741.2,7333.3333333333,128604.6666666667,1486.1333333333,4.4,5.0,0.0,9.4,0.44472,77.1628,47.5612,0.89168,3.288,71.9848,3.326,0.36604,7.24,0.24,1.2,0.64,0.24908,3.62,0.12,0.6,,62.943614
gemma-12b,competitive,cot,gemma-12b:cot,25,4.44,4.96,0.0,9.4,0.461,78.1792,48.0012,0.888,3.2932,71.8568,3.3332,0.36364,7.32,0.28,1.2,0.64,0.25176,3.66,0.14,0.6,,222.0,23.05,3908.96,44.4,183.0,7.0,30.0,768.3333333333,7400.0,130298.6666666667,1480.0,4.44,4.96,0.0,9.4,0.461,78.1792,48.0012,0.888,3.2932,71.8568,3.3332,0.36364,7.32,0.28,1.2,0.64,0.25176,3.66,0.14,0.6,,63.820514
gemma-12b,competitive,scot,gemma-12b:scot,25,3.6,6.04,0.0,9.64,0.37124,76.9712,43.1212,0.93,3.18,72.8684,3.2328,0.37792,7.88,0.32,1.44,0.56308,0.30468,3.94,0.16,0.72,,180.0,18.562,3848.56,46.5,197.0,8.0,36.0,515.6111111111,5000.0,106904.4444444444,1291.6666666667,3.6,6.04,0.0,9.64,0.37124,76.9712,43.1212,0.93,3.18,72.8684,3.2328,0.37792,7.88,0.32,1.44,0.56308,0.30468,3.94,0.16,0.72,,61.086936
gemma-12b,competitive,few_shot,gemma-12b:few_shot,25,3.52,6.04,0.0,9.56,0.36292,77.2456,43.1612,0.96,3.5308,72.1428,3.308,0.37164,8.32,0.32,1.44,0.56284,0.30472,4.16,0.16,0.72,,176.0,18.146,3862.28,48.0,208.0,8.0,36.0,504.0555555556,4888.8888888889,107285.5555555556,1333.3333333333,3.52,6.04,0.0,9.56,0.36292,77.2456,43.1612,0.96,3.5308,72.1428,3.308,0.37164,8.32,0.32,1.44,0.56284,0.30472,4.16,0.16,0.72,,61.273136
gemma-12b,consensus,zero_shot,gemma-12b:zero_shot,25,1.52,2.2,0.68,4.4,0.11456,78.52625,57.02125,0.964,2.6324,71.1972,3.2056,0.37532,15.12,0.84,2.68,0.20284,0.55336,1493.12,0.42,1486.9,,76.0,5.728,1256.42,48.2,74656.0,21.0,74345.0,0.0770462035,1.0222610801,16.8998587666,0.6483287376,1.52,2.2,0.68,4.4,0.11456,78.52625,57.02125,0.964,2.6324,71.1972,3.2056,0.37532,15.12,0.84,2.68,0.20284,0.55336,1493.12,0.42,1486.9,,49.533011
gemma-12b,consensus,cot,gemma-12b:cot,25,1.0,3.0,0.64,4.64,0.07684,73.2933333333,43.2777777778,1.0,2.62,72.2044,3.0592,0.37616,15.4,0.76,2.72,0.16484,0.57156,1860.92,8.58,1862.78,,50.0,3.842,1319.28,50.0,93046.0,429.0,93139.0,0.0412501745,0.5368320467,14.1646356521,0.5368320467,1.0,3.0,0.64,4.64,0.07684,73.2933333333,43.2777777778,1.0,2.62,72.2044,3.0592,0.37616,15.4,0.76,2.72,0.16484,0.57156,1860.92,8.58,1862.78,,46.256282
gemma-12b,consensus,scot,gemma-12b:scot,25,0.72,2.24,0.72,3.68,0.05604,70.7742857143,47.0714285714,1.0,2.6244,70.942,3.1952,0.36636,16.44,0.88,2.88,0.12968,0.59832,1672.08,174.1,1838.96,,36.0,2.802,990.84,50.0,83604.0,8705.0,91948.0,0.030473746,0.3915256449,10.7760908339,0.543785618,0.72,2.24,0.72,3.68,0.05604,70.7742857143,47.0714285714,1.0,2.6244,70.942,3.1952,0.36636,16.44,0.88,2.88,0.12968,0.59832,1672.08,174.1,1838.96,,45.137006
gemma-12b,consensus,few_shot,gemma-12b:few_shot,25,0.76,2.2,0.72,3.68,0.06132,75.8057142857,54.2142857143,0.96,2.6484,71.3328,3.0756,0.37748,16.72,0.88,2.88,0.12248,0.60712,1364.84,4.7,1362.18,,38.0,3.066,1061.28,48.0,68242.0,235.0,68109.0,0.0450160772,0.5579292017,15.5820816632,0.7047526759,0.76,2.2,0.72,3.68,0.06132,75.8057142857,54.2142857143,0.96,2.6484,71.3328,3.0756,0.37748,16.72,0.88,2.88,0.12248,0.60712,1364.84,4.7,1362.18,,47.592975
gemma-12b,hybrid,zero_shot,gemma-12b:zero_shot,25,0.96,0.8,0.84,2.6,0.08936,84.36,67.9575,1.0,3.264,58.9996,4.7732,0.25732,6.52,0.36,1.36,0.60688,0.25628,1332.96,0.18,1330.38,,48.0,4.468,674.88,50.0,66648.0,9.0,66519.0,0.0671687788,0.7215983403,10.145672665,0.7516649378,0.96,0.8,0.84,2.6,0.08936,84.36,67.9575,1.0,3.264,58.9996,4.7732,0.25732,6.52,0.36,1.36,0.60688,0.25628,1332.96,0.18,1330.38,,48.04472
gemma-12b,hybrid,cot,gemma-12b:cot,25,8.48,3.4,0.12,12.0,0.62076,85.0495454545,64.32,0.968,2.8068,68.4292,4.0964,0.31104,3.52,0.28,0.72,0.8,0.14768,1568.64,0.14,1567.24,,424.0,31.038,3742.18,48.4,78432.0,7.0,78362.0,0.396084837,5.4107858401,47.7550343279,0.6176463082,8.48,3.4,0.12,12.0,0.62076,85.0495454545,64.32,0.968,2.8068,68.4292,4.0964,0.31104,3.52,0.28,0.72,0.8,0.14768,1568.64,0.14,1567.24,,67.16246
gemma-12b,hybrid,scot,gemma-12b:scot,25,4.48,1.68,0.44,6.6,0.3946,82.7092857143,64.8214285714,0.89,2.1916,69.892,3.2992,0.3518,5.72,0.4,1.44,0.57948,0.29488,947.54,0.2,945.4,,224.0,19.73,2315.86,44.5,47377.0,10.0,47270.0,0.4173894648,4.738734927,48.9921726253,0.9414004654,4.48,1.68,0.44,6.6,0.3946,82.7092857143,64.8214285714,0.89,2.1916,69.892,3.2992,0.3518,5.72,0.4,1.44,0.57948,0.29488,947.54,0.2,945.4,,59.787951
gemma-12b,hybrid,few_shot,gemma-12b:few_shot,25,12.04,4.04,0.2,16.28,0.61852,88.4705,74.4765,0.854,2.9056,61.8152,5.8856,0.2372,9.52,1.44,2.04,0.40776,0.447,1338.66,0.72,1334.92,,602.0,30.926,3538.82,42.7,66933.0,36.0,66746.0,0.463338627,9.0192670722,53.0192071435,0.6397387109,12.04,4.04,0.2,16.28,0.61852,88.4705,74.4765,0.854,2.9056,61.8152,5.8856,0.2372,9.52,1.44,2.04,0.40776,0.447,1338.66,0.72,1334.92,,69.941672
gemma-12b,self_healing,zero_shot,gemma-12b:zero_shot,25,2.68,0.96,0.52,4.16,0.23884,60.2883333333,40.8058333333,0.96668,2.8464,69.3012,3.146,0.38496,11.36,0.52,2.16,0.36248,0.42708,665.56,146.34,807.04,,134.0,11.942,1446.92,48.334,33278.0,7317.0,40352.0,0.295945678,3.320777161,35.8574544013,1.1978092784,2.68,0.96,0.52,4.16,0.23884,60.2883333333,40.8058333333,0.96668,2.8464,69.3012,3.146,0.38496,11.36,0.52,2.16,0.36248,0.42708,665.56,146.34,807.04,,50.859492
gemma-12b,self_healing,cot,gemma-12b:cot,25,2.96,1.48,0.44,4.88,0.25832,66.0228571429,50.7764285714,0.96334,3.2652,68.5196,3.304,0.37484,10.04,0.52,1.92,0.44248,0.37708,519.18,60.02,574.88,,148.0,12.916,1848.64,48.167,25959.0,3001.0,28744.0,0.4493459505,5.1489006401,64.3139437796,1.6757236293,2.96,1.48,0.44,4.88,0.25832,66.0228571429,50.7764285714,0.96334,3.2652,68.5196,3.304,0.37484,10.04,0.52,1.92,0.44248,0.37708,519.18,60.02,574.88,,53.252093
gemma-12b,self_healing,scot,gemma-12b:scot,25,2.72,1.16,0.48,4.36,0.24692,64.2446153846,50.3853846154,0.96668,3.0332,68.8504,3.2656,0.37748,9.8,0.56,1.88,0.44248,0.37576,562.08,395.98,953.82,,136.0,12.346,1670.36,48.334,28104.0,19799.0,47691.0,0.2588748401,2.8516910948,35.0246377723,1.0134826277,2.72,1.16,0.48,4.36,0.24692,64.2446153846,50.3853846154,0.96668,3.0332,68.8504,3.2656,0.37748,9.8,0.56,1.88,0.44248,0.37576,562.08,395.98,953.82,,51.197112
gemma-12b,self_healing,few_shot,gemma-12b:few_shot,25,3.04,1.32,0.4,4.76,0.30892,65.54,54.7693333333,0.90134,3.3696,68.5656,3.4684,0.36856,9.36,0.44,1.88,0.44248,0.35976,611.0,314.88,921.92,,152.0,15.446,1966.2,45.067,30550.0,15744.0,46096.0,0.3350833044,3.2974661576,42.6544602569,0.9776770219,3.04,1.32,0.4,4.76,0.30892,65.54,54.7693333333,0.90134,3.3696,68.5656,3.4684,0.36856,9.36,0.44,1.88,0.44248,0.35976,611.0,314.88,921.92,,52.961146
gemma-12b,soa,zero_shot,gemma-12b:zero_shot,25,2.4,2.96,0.56,5.92,0.18128,79.53,54.4272727273,0.96,3.0592,68.8536,3.5392,0.348,12.76,0.72,2.28,0.32,0.46408,756.36,0.36,751.12,,120.0,9.064,1749.66,48.0,37818.0,18.0,37556.0,0.2413462563,3.1952284588,46.588028544,1.2780913835,2.4,2.96,0.56,5.92,0.18128,79.53,54.4272727273,0.96,3.0592,68.8536,3.5392,0.348,12.76,0.72,2.28,0.32,0.46408,756.36,0.36,751.12,,53.813111
gemma-12b,soa,cot,gemma-12b:cot,25,2.36,2.92,0.56,5.84,0.16508,76.1081818182,50.2581818182,0.968,2.8424,67.1652,3.2652,0.36008,14.56,0.68,2.16,0.36684,0.43464,843.08,0.34,836.88,,118.0,8.254,1674.38,48.4,42154.0,17.0,41844.0,0.1972564764,2.8199980881,40.0148169391,1.1566771819,2.36,2.92,0.56,5.84,0.16508,76.1081818182,50.2581818182,0.968,2.8424,67.1652,3.2652,0.36008,14.56,0.68,2.16,0.36684,0.43464,843.08,0.34,836.88,,51.865642
gemma-12b,soa,scot,gemma-12b:scot,25,2.48,3.12,0.52,6.12,0.19768,80.4341666667,49.975,0.964,3.2556,69.1852,3.4752,0.34772,12.48,0.64,2.28,0.32,0.46076,1066.32,0.32,1061.22,,124.0,9.884,1930.42,48.2,53316.0,16.0,53061.0,0.1862761727,2.3369329639,36.3811462279,0.9083884586,2.48,3.12,0.52,6.12,0.19768,80.4341666667,49.975,0.964,3.2556,69.1852,3.4752,0.34772,12.48,0.64,2.28,0.32,0.46076,1066.32,0.32,1061.22,,53.747053
gemma-12b,soa,few_shot,gemma-12b:few_shot,25,2.32,3.24,0.56,6.12,0.16532,80.5509090909,50.44,0.968,2.796,66.5876,3.2648,0.34892,14.2,0.76,2.28,0.32212,0.4722,515.4,0.38,509.44,,116.0,8.266,1772.12,48.4,25770.0,19.0,25472.0,0.324513191,4.5540201005,69.5712939698,1.9001256281,2.32,3.24,0.56,6.12,0.16532,80.5509090909,50.44,0.968,2.796,66.5876,3.2648,0.34892,14.2,0.76,2.28,0.32212,0.4722,515.4,0.38,509.44,,54.390938
gemma-12b,swarm,zero_shot,gemma-12b:zero_shot,25,0.08,1.0,0.0,1.08,0.08,54.2372,21.8,0.96,1.5736,83.8196,1.0024,0.749,1.32,0.52,2.92,0.02,0.44584,915.56,0.26,916.36,,4.0,4.0,2711.86,48.0,45778.0,13.0,45818.0,0.0873019337,0.0873019337,59.1876555066,1.0476232049,0.08,1.0,0.0,1.08,0.08,54.2372,21.8,0.96,1.5736,83.8196,1.0024,0.749,1.32,0.52,2.92,0.02,0.44584,915.56,0.26,916.36,,42.736826
