task_id,agent,config_label,passed,failed,errors,total,functional_correctness,line_coverage,branch_coverage,mutation_score,complexity_cc,maintainability_mi,bloat_ratio,similarity_score,elapsed_s,prompt_tokens,completion_tokens,total_tokens
HumanEval/139,competitive,gemma-1b:few_shot,0,0,0,0,0,19.0,,1.0,2.0,84.76,0.93,0.843,,1590,532,2122
HumanEval/139,competitive,gemma-1b:cot,0,0,0,0,0,19.0,,1.0,2.0,84.76,0.93,0.843,,1590,532,2122
HumanEval/139,competitive,gemma-1b:zero_shot,0,0,0,0,0,19.0,,1.0,2.0,84.76,0.93,0.843,,1590,532,2122
HumanEval/139,competitive,gemma-1b:scot,0,0,0,0,0,19.0,,1.0,2.0,84.76,0.93,0.843,,1590,532,2122
HumanEval/139,competitive,gemma-4b:cot,2,2,0,4,0.5,68.0,,1.0,4.4,74.51,2.53,0.382,,1590,532,2122
HumanEval/139,competitive,gemma-4b:few_shot,2,2,0,4,0.5,75.0,,1.0,3.6,78.21,2.27,0.442,,1590,532,2122
HumanEval/139,competitive,gemma-4b:scot,2,2,0,4,0.5,75.0,,1.0,3.6,78.21,2.27,0.442,,1590,532,2122
HumanEval/139,competitive,gemma-4b:zero_shot,2,2,0,4,0.5,75.0,,1.0,3.6,78.21,2.27,0.442,,1590,532,2122
HumanEval/139,competitive,gemma-12b:zero_shot,2,3,0,5,0.4,88.0,,1.0,2.8,64.95,1.67,0.085,,1590,532,2122
HumanEval/139,competitive,gemma-12b:cot,2,3,0,5,0.4,88.0,,1.0,2.8,64.95,1.67,0.085,,1590,532,2122
HumanEval/139,competitive,gemma-27b:zero_shot,0,0,0,0,0,22.0,,1.0,0,100.0,0.07,0.114,,0,0,0
HumanEval/139,competitive,gemma-27b:cot,0,0,0,0,0,22.0,,1.0,0,100.0,0.07,0.114,,0,0,0
HumanEval/139,competitive,gemma-27b:scot,0,0,0,0,0,22.0,,1.0,0,100.0,0.07,0.114,,0,0,0
HumanEval/139,competitive,gemma-27b:few_shot,0,0,0,0,0,22.0,,1.0,0,100.0,0.07,0.114,,0,0,0
HumanEval/140,competitive,gemma-1b:zero_shot,0,0,0,0,0,12.0,,1.0,4.0,91.72,1.21,0.441,,0,0,0
HumanEval/140,competitive,gemma-1b:scot,0,0,0,0,0,12.0,,1.0,4.0,91.72,1.21,0.441,,0,0,0
HumanEval/139,competitive,gemma-12b:scot,2,3,0,5,0.4,91.0,,1.0,2.8,64.95,1.67,0.098,,0,0,0
HumanEval/140,competitive,gemma-1b:cot,0,0,0,0,0,12.0,,1.0,4.0,90.63,1.29,0.425,,0,0,0
HumanEval/140,competitive,gemma-1b:few_shot,0,0,0,0,0,12.0,,1.0,4.0,91.72,1.21,0.443,,0,0,0
HumanEval/139,competitive,gemma-12b:few_shot,2,3,0,5,0.4,88.0,,1.0,2.8,64.95,1.67,0.085,,0,0,0
HumanEval/140,competitive,gemma-27b:zero_shot,0,0,0,0,0,25.0,,1.0,0,100.0,0.07,0.04,,0,0,0
HumanEval/140,competitive,gemma-27b:cot,0,0,0,0,0,25.0,,1.0,0,100.0,0.07,0.04,,0,0,0
HumanEval/140,competitive,gemma-4b:zero_shot,5,4,0,9,0.556,86.0,,1.0,2.2,75.55,2.86,0.421,,0,0,0
HumanEval/140,competitive,gemma-4b:scot,5,3,0,8,0.625,86.0,,1.0,2.22,77.06,2.71,0.438,,0,0,0
HumanEval/140,competitive,gemma-4b:cot,4,4,0,8,0.5,86.0,,1.0,2.22,75.72,2.86,0.43,,0,0,0
HumanEval/140,competitive,gemma-4b:few_shot,5,3,0,8,0.625,86.0,,1.0,2.22,75.72,2.86,0.418,,0,0,0
HumanEval/140,competitive,gemma-27b:scot,0,0,0,0,0,25.0,,1.0,0,100.0,0.07,0.04,,0,0,0
HumanEval/140,competitive,gemma-27b:few_shot,0,0,0,0,0,25.0,,1.0,0,100.0,0.07,0.04,,0,0,0
HumanEval/140,competitive,gemma-12b:cot,8,4,0,12,0.667,100.0,,1.0,2.0,52.19,1.79,0.086,,0,0,0
HumanEval/140,competitive,gemma-12b:zero_shot,8,4,0,12,0.667,100.0,,1.0,2.0,52.19,1.79,0.086,,0,0,0
HumanEval/140,competitive,gemma-12b:few_shot,8,4,0,12,0.667,100.0,,1.0,2.0,52.19,1.79,0.086,,0,0,0
HumanEval/140,competitive,gemma-12b:scot,8,4,0,12,0.667,100.0,,1.0,2.0,52.19,1.79,0.086,,0,0,0
HumanEval/141,competitive,gemma-4b:zero_shot,6,6,0,12,0.5,63.0,,1.0,2.54,69.83,2.59,0.487,,1455,0,1455
HumanEval/141,competitive,gemma-4b:cot,6,6,0,12,0.5,63.0,,1.0,2.54,69.83,2.59,0.487,,1746,0,1746
HumanEval/141,competitive,gemma-4b:scot,10,3,0,13,0.769,76.0,,1.0,2.43,70.77,2.5,0.541,,1746,0,1746
HumanEval/141,competitive,gemma-4b:few_shot,6,6,0,12,0.5,63.0,,1.0,2.54,69.83,2.59,0.488,,1746,0,1746
HumanEval/141,competitive,gemma-12b:cot,7,3,0,10,0.7,92.0,,1.0,4.0,41.86,1.86,0.012,,1746,0,1746
HumanEval/141,competitive,gemma-12b:zero_shot,7,2,0,9,0.778,97.0,,1.0,4.11,43.1,1.73,0.01,,1746,0,1746
HumanEval/141,competitive,gemma-27b:zero_shot,0,0,0,0,0,10.0,,1.0,0,100.0,0.05,0.065,,0,0,0
HumanEval/141,competitive,gemma-27b:cot,0,0,0,0,0,10.0,,1.0,0,100.0,0.05,0.065,,0,0,0
HumanEval/141,competitive,gemma-27b:scot,0,0,0,0,0,10.0,,1.0,0,100.0,0.05,0.065,,0,0,0
HumanEval/141,competitive,gemma-27b:few_shot,0,0,0,0,0,10.0,,1.0,0,100.0,0.05,0.065,,0,0,0
HumanEval/141,competitive,gemma-12b:scot,8,1,0,9,0.889,96.0,,1.0,4.0,43.64,1.68,0.022,,0,0,0
HumanEval/141,competitive,gemma-1b:zero_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.003,,0,0,0
HumanEval/141,competitive,gemma-1b:cot,0,0,1,1,0.0,,,1.0,0,0,0,0.001,,0,0,0
HumanEval/141,competitive,gemma-1b:scot,0,0,1,1,0.0,,,1.0,0,0,0,0.002,,0,0,0
HumanEval/141,competitive,gemma-1b:few_shot,0,0,1,1,0.0,,,1.0,0,0,0,0.002,,0,0,0
HumanEval/141,competitive,gemma-12b:few_shot,7,2,0,9,0.778,97.0,,1.0,4.11,43.1,1.73,0.01,,0,0,0
HumanEval/142,competitive,gemma-1b:zero_shot,0,0,0,0,0,9.0,,1.0,7.0,86.31,1.11,0.901,,235,281,516
HumanEval/142,competitive,gemma-1b:cot,0,0,0,0,0,9.0,,1.0,7.0,86.31,1.11,0.901,,235,281,516
HumanEval/142,competitive,gemma-1b:scot,0,0,0,0,0,10.0,,1.0,6.0,87.51,1.0,0.93,,0,0,0
HumanEval/142,competitive,gemma-1b:few_shot,0,0,0,0,0,9.0,,1.0,7.0,86.31,1.11,0.901,,0,0,0
HumanEval/142,competitive,gemma-27b:zero_shot,0,0,0,0,0,12.0,,1.0,0,100.0,0.05,0.076,,0,0,0
HumanEval/142,competitive,gemma-27b:cot,0,0,0,0,0,12.0,,1.0,0,100.0,0.05,0.076,,0,0,0
HumanEval/142,competitive,gemma-4b:cot,1,7,0,8,0.125,70.0,,1.0,2.33,74.33,1.79,0.622,,0,0,0
HumanEval/142,competitive,gemma-4b:few_shot,1,7,0,8,0.125,70.0,,1.0,2.33,74.33,1.79,0.622,,0,0,0
HumanEval/142,competitive,gemma-4b:scot,1,7,0,8,0.125,70.0,,1.0,2.33,74.33,1.79,0.622,,0,0,0
HumanEval/142,competitive,gemma-4b:zero_shot,1,7,0,8,0.125,70.0,,1.0,2.33,74.33,1.79,0.622,,0,0,0
HumanEval/142,competitive,gemma-12b:zero_shot,5,5,0,10,0.5,74.0,,1.0,2.33,70.75,2.16,0.563,,0,0,0
HumanEval/142,competitive,gemma-12b:cot,5,5,0,10,0.5,74.0,,1.0,2.33,70.75,2.16,0.563,,235,0,235
HumanEval/142,competitive,gemma-12b:few_shot,5,5,0,10,0.5,74.0,,1.0,2.33,70.75,2.16,0.563,,470,0,470
HumanEval/142,competitive,gemma-27b:scot,0,0,0,0,0,12.0,,1.0,0,100.0,0.05,0.076,,0,0,0
HumanEval/142,competitive,gemma-12b:scot,5,5,0,10,0.5,74.0,,1.0,2.33,70.75,2.16,0.563,,470,0,470
HumanEval/142,competitive,gemma-27b:few_shot,0,0,0,0,0,12.0,,1.0,0,100.0,0.05,0.076,,0,0,0
HumanEval/143,competitive,gemma-1b:zero_shot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,223,277,500
HumanEval/143,competitive,gemma-1b:cot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,223,277,500
HumanEval/143,competitive,gemma-1b:scot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,223,277,500
HumanEval/143,competitive,gemma-1b:few_shot,0,0,0,0,0,13.0,,1.0,3.0,85.74,1.55,0.789,,669,277,946
HumanEval/143,competitive,gemma-4b:cot,4,6,0,10,0.4,94.0,,1.0,2.25,76.25,2.55,0.476,,0,0,0
HumanEval/143,competitive,gemma-4b:zero_shot,7,4,0,11,0.636,94.0,,1.0,2.23,75.14,2.65,0.454,,0,0,0
HumanEval/143,competitive,gemma-27b:zero_shot,0,0,0,0,0,40.0,,1.0,0,100.0,0.05,0.059,,0,0,0
HumanEval/143,competitive,gemma-27b:cot,0,0,0,0,0,40.0,,1.0,0,100.0,0.05,0.059,,0,0,0
HumanEval/143,competitive,gemma-27b:scot,0,0,0,0,0,40.0,,1.0,0,100.0,0.05,0.059,,0,0,0
HumanEval/143,competitive,gemma-27b:few_shot,0,0,0,0,0,40.0,,1.0,0,100.0,0.05,0.059,,0,0,0
HumanEval/143,competitive,gemma-4b:few_shot,7,4,0,11,0.636,94.0,,1.0,2.23,75.14,2.65,0.454,,0,0,0
HumanEval/143,competitive,gemma-4b:scot,6,5,0,11,0.545,94.0,,1.0,2.23,75.14,2.65,0.454,,0,0,0
HumanEval/143,competitive,gemma-12b:zero_shot,4,8,0,12,0.333,94.0,,1.0,2.27,72.44,2.75,0.421,,223,0,223
HumanEval/143,competitive,gemma-12b:scot,4,8,0,12,0.333,94.0,,1.0,2.27,72.44,2.75,0.422,,434,159,593
HumanEval/143,competitive,gemma-12b:few_shot,4,9,0,13,0.308,94.0,,1.0,2.25,71.24,2.85,0.408,,434,159,593
HumanEval/143,competitive,gemma-12b:cot,3,10,0,13,0.231,94.0,,1.0,2.25,71.24,2.85,0.407,,0,0,0
HumanEval/144,competitive,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,4.0,65.59,1.0,0.087,,217,81,298
HumanEval/144,competitive,gemma-1b:cot,0,0,0,0,0,18.0,,1.0,3.0,67.09,0.77,0.078,,0,0,0
HumanEval/144,competitive,gemma-1b:scot,0,0,0,0,0,16.0,,1.0,4.0,66.27,0.77,0.098,,0,0,0
HumanEval/144,competitive,gemma-1b:few_shot,0,0,0,0,0,16.0,,1.0,4.0,66.27,0.77,0.098,,0,0,0
HumanEval/144,competitive,gemma-4b:zero_shot,2,1,0,3,0.667,78.0,,1.0,5.75,73.09,3.08,0.508,,0,0,0
HumanEval/144,competitive,gemma-4b:cot,2,1,0,3,0.667,78.0,,1.0,5.75,73.09,3.08,0.51,,0,0,0
HumanEval/144,competitive,gemma-27b:zero_shot,0,0,0,0,0,40.0,,1.0,0,100.0,0.08,0.056,,0,0,0
HumanEval/144,competitive,gemma-4b:scot,3,2,0,5,0.6,89.0,,1.0,3.33,75.19,3.0,0.522,,217,0,217
HumanEval/144,competitive,gemma-27b:cot,0,0,0,0,0,40.0,,1.0,0,100.0,0.08,0.056,,0,0,0
HumanEval/144,competitive,gemma-4b:few_shot,2,1,0,3,0.667,78.0,,1.0,5.75,73.09,3.08,0.508,,0,0,0
HumanEval/144,competitive,gemma-27b:scot,0,0,0,0,0,40.0,,1.0,0,100.0,0.08,0.056,,0,0,0
HumanEval/144,competitive,gemma-27b:few_shot,0,0,0,0,0,40.0,,1.0,0,100.0,0.08,0.056,,0,0,0
HumanEval/144,competitive,gemma-12b:zero_shot,1,2,0,3,0.333,57.0,,1.0,13.0,56.63,4.92,0.346,,434,0,434
HumanEval/144,competitive,gemma-12b:cot,1,2,0,3,0.333,68.0,,1.0,11.8,58.81,4.62,0.351,,0,0,0
HumanEval/144,competitive,gemma-12b:scot,1,2,0,3,0.333,53.0,,1.0,14.6,53.59,5.38,0.32,,0,0,0
HumanEval/144,competitive,gemma-12b:few_shot,1,2,0,3,0.333,57.0,,1.0,13.0,56.63,4.92,0.346,,0,0,0
HumanEval/145,competitive,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,191,0,191
HumanEval/145,competitive,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,191,0,191
HumanEval/145,competitive,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,573,0,573
HumanEval/145,competitive,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,1.0,95.12,0.8,0.634,,0,0,0
HumanEval/145,competitive,gemma-4b:zero_shot,4,4,0,8,0.5,72.0,,1.0,1.89,78.19,1.65,0.398,,0,0,0
HumanEval/145,competitive,gemma-27b:zero_shot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.055,,0,0,0
HumanEval/145,competitive,gemma-27b:cot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.055,,0,0,0
HumanEval/145,competitive,gemma-4b:scot,4,4,0,8,0.5,72.0,,1.0,1.89,78.19,1.65,0.398,,0,0,0
HumanEval/145,competitive,gemma-4b:cot,3,5,0,8,0.375,72.0,,1.0,1.89,78.19,1.65,0.393,,0,0,0
HumanEval/145,competitive,gemma-4b:few_shot,4,4,0,8,0.5,72.0,,1.0,1.89,78.19,1.65,0.398,,0,0,0
HumanEval/145,competitive,gemma-12b:zero_shot,5,5,0,10,0.5,75.0,,1.0,2.0,73.63,1.9,0.364,,382,0,382
HumanEval/145,competitive,gemma-12b:cot,4,6,0,10,0.4,75.0,,1.0,2.0,73.43,1.9,0.374,,382,0,382
HumanEval/145,competitive,gemma-27b:scot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.055,,0,0,0
HumanEval/145,competitive,gemma-27b:few_shot,0,0,0,0,0,15.0,,1.0,0,100.0,0.05,0.055,,0,0,0
HumanEval/145,competitive,gemma-12b:few_shot,4,6,0,10,0.4,75.0,,1.0,2.0,73.43,1.9,0.374,,384,406,790
HumanEval/145,competitive,gemma-12b:scot,4,6,0,10,0.4,75.0,,1.0,2.0,73.43,1.9,0.368,,384,406,790
HumanEval/146,competitive,gemma-1b:zero_shot,0,0,0,0,0,14.0,,1.0,5.0,91.26,1.08,0.751,,0,0,0
HumanEval/146,competitive,gemma-1b:cot,0,0,0,0,0,14.0,,1.0,5.0,91.26,1.08,0.751,,0,0,0
HumanEval/146,competitive,gemma-1b:scot,0,0,0,0,0,14.0,,1.0,5.0,91.26,1.08,0.751,,0,0,0
HumanEval/146,competitive,gemma-1b:few_shot,0,0,0,0,0,14.0,,1.0,5.0,91.26,1.08,0.751,,0,0,0
HumanEval/146,competitive,gemma-27b:zero_shot,0,0,0,0,0,18.0,,1.0,0,100.0,0.08,0.088,,0,0,0
HumanEval/146,competitive,gemma-27b:cot,0,0,0,0,0,18.0,,1.0,0,100.0,0.08,0.088,,0,0,0
HumanEval/146,competitive,gemma-4b:cot,9,2,0,11,0.818,81.0,,1.0,2.33,68.9,3.15,0.366,,0,0,0
HumanEval/146,competitive,gemma-4b:zero_shot,10,2,0,12,0.833,82.0,,1.0,2.31,67.9,3.31,0.354,,0,0,0
HumanEval/146,competitive,gemma-4b:scot,8,4,0,12,0.667,82.0,,1.0,2.31,67.81,3.31,0.373,,0,0,0
HumanEval/146,competitive,gemma-4b:few_shot,9,2,0,11,0.818,81.0,,1.0,2.33,68.9,3.15,0.366,,0,0,0
HumanEval/146,competitive,gemma-27b:scot,0,0,0,0,0,18.0,,1.0,0,100.0,0.08,0.088,,0,0,0
HumanEval/146,competitive,gemma-27b:few_shot,0,0,0,0,0,18.0,,1.0,0,100.0,0.08,0.088,,0,0,0
HumanEval/146,competitive,gemma-12b:cot,6,4,0,10,0.6,81.0,,1.0,2.33,70.46,2.85,0.39,,0,0,0
HumanEval/146,competitive,gemma-12b:scot,7,3,0,10,0.7,81.0,,1.0,2.33,70.46,2.85,0.384,,0,0,0
HumanEval/146,competitive,gemma-12b:zero_shot,7,5,0,12,0.583,82.0,,1.0,2.29,67.03,3.15,0.357,,0,0,0
HumanEval/146,competitive,gemma-12b:few_shot,9,4,0,13,0.692,83.0,,1.0,2.27,65.73,3.31,0.321,,0,0,0
HumanEval/147,competitive,gemma-1b:cot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,,0,0,0
HumanEval/147,competitive,gemma-1b:zero_shot,0,0,0,0,0,16.0,,1.0,5.0,80.46,1.24,0.675,,0,0,0
HumanEval/147,competitive,gemma-1b:scot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,,0,0,0
HumanEval/147,competitive,gemma-1b:few_shot,0,0,0,0,0,16.0,,1.0,7.0,79.56,1.24,0.681,,0,0,0
HumanEval/147,competitive,gemma-27b:zero_shot,0,0,0,0,0,25.0,,1.0,0,100.0,0.06,0.055,,0,0,0
HumanEval/147,competitive,gemma-4b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,0,0,0
HumanEval/147,competitive,gemma-27b:cot,0,0,0,0,0,25.0,,1.0,0,100.0,0.06,0.055,,0,0,0
HumanEval/147,competitive,gemma-4b:cot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,244,0,244
HumanEval/147,competitive,gemma-4b:scot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,244,0,244
HumanEval/147,competitive,gemma-12b:cot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,244,0,244
HumanEval/147,competitive,gemma-4b:few_shot,4,6,0,10,0.4,87.0,,1.0,2.36,75.89,2.47,0.463,,244,0,244
HumanEval/147,competitive,gemma-12b:zero_shot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,244,0,244
HumanEval/147,competitive,gemma-27b:scot,0,0,0,0,0,25.0,,1.0,0,100.0,0.06,0.055,,0,0,0
HumanEval/147,competitive,gemma-27b:few_shot,0,0,0,0,0,25.0,,1.0,0,100.0,0.06,0.055,,0,0,0
HumanEval/147,competitive,gemma-12b:scot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,0,0,0
HumanEval/147,competitive,gemma-12b:few_shot,4,6,0,10,0.4,87.0,,1.0,2.42,74.07,2.53,0.445,,0,0,0
HumanEval/148,competitive,gemma-1b:zero_shot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.596,,0,0,0
HumanEval/148,competitive,gemma-1b:cot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.596,,0,0,0
HumanEval/148,competitive,gemma-1b:scot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.596,,0,0,0
HumanEval/148,competitive,gemma-1b:few_shot,0,0,0,0,0,11.0,,1.0,5.0,90.48,2.19,0.596,,0,0,0
HumanEval/148,competitive,gemma-4b:zero_shot,11,3,0,14,0.786,87.0,,1.0,2.13,72.87,2.71,0.535,,536,0,536
HumanEval/148,competitive,gemma-4b:cot,11,3,0,14,0.786,87.0,,1.0,2.13,72.87,2.71,0.535,,0,0,0
HumanEval/148,competitive,gemma-4b:scot,11,3,0,14,0.786,87.0,,1.0,2.13,72.87,2.71,0.535,,0,0,0
HumanEval/148,competitive,gemma-4b:few_shot,7,7,0,14,0.5,87.0,,1.0,2.13,72.87,2.71,0.535,,0,0,0
HumanEval/148,competitive,gemma-27b:zero_shot,0,0,0,0,0,22.0,,1.0,0,100.0,0.05,0.04,,0,0,0
HumanEval/148,competitive,gemma-27b:cot,0,0,0,0,0,22.0,,1.0,0,100.0,0.05,0.04,,0,0,0
HumanEval/148,competitive,gemma-12b:zero_shot,11,2,0,13,0.846,100.0,,1.0,2.0,51.01,1.29,0.017,,0,0,0
HumanEval/148,competitive,gemma-12b:cot,11,2,0,13,0.846,100.0,,1.0,2.0,51.01,1.29,0.017,,268,0,268
